10	0	40	22	0	2	150	35
10	0	40	22	0	2	150	44
10	0	40	22	0	2	150	43
10	0	40	22	0	2	150	35
10	0	40	22	0	2	150	44
10	0	40	22	0	2	150	45
10	0	40	22	0	2	150	48
10	0	40	22	0	2	150	43
10	0	40	22	0	2	150	45
10	0	40	22	0	2	150	45
10	0	40	22	0	2	150	46
10	0	40	22	0	2	150	45
10	0	40	22	0	2	150	45
10	0	40	22	0	2	150	45
10	0	40	22	0	2	150	47
10	0	40	22	0	2	150	46
10	0	40	22	0	2	150	44
10	0	40	22	0	2	150	45
10	0	40	22	0	2	150	45
10	0	40	22	0	2	150	45
10	0	40	22	0	2	150	45
10	0	40	22	0	2	150	44
10	0	40	22	0	2	150	52
10	0	40	22	0	2	150	43
10	0	40	22	0	2	150	43
10	0	40	22	0	2	150	41
10	0	40	22	0	2	150	42
10	0	40	22	0	2	150	41
10	0	40	22	0	2	150	41
10	0	40	22	0	2	150	40
10	0	40	22	0	2	150	40
10	0	40	22	0	2	150	39
10	0	40	22	0	2	150	39
10	0	40	22	0	2	150	39
10	0	40	22	0	2	150	28
10	0	40	22	0	2	150	39
10	0	40	22	0	2	150	39
10	0	40	22	0	2	150	38
10	0	40	22	0	2	150	41
10	0	40	22	0	2	150	40
10	0	40	22	0	2	150	40
10	0	40	22	0	2	150	38
10	0	40	22	0	2	150	38
10	0	40	22	0	2	150	38
10	0	40	22	0	2	150	40
10	0	40	22	0	2	150	41
10	0	40	22	0	2	150	42
10	0	40	22	0	2	150	42
10	0	40	22	0	2	150	44
10	0	40	22	0	2	150	42
10	0	40	22	0	2	150	42
10	0	40	22	0	2	150	43
10	0	40	22	0	2	150	43
10	0	40	22	0	2	150	43
10	0	40	22	0	2	150	42
10	0	40	22	0	2	150	39
10	0	40	22	0	2	150	36
10	0	40	22	0	2	150	40
10	0	40	23	38	2	150	39
10	0	40	23	38	2	150	39
10	0	40	23	7	2	150	39
10	0	40	23	7	2	150	39
10	0	40	23	7	2	150	38
