0	1	250	28	0	13	167	4
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	1
10	0	40	28	0	13	167	1
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	3
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	2
10	0	40	28	0	13	167	2
10	0	40	28	0	13	167	1
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	34
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	2
10	0	40	28	0	13	167	2
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	2
10	0	40	28	0	13	167	7
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	5
10	0	40	28	0	13	167	2
10	0	40	28	0	13	167	8
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	5
10	0	40	28	0	13	167	2
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	7
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	6
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	2
10	0	40	28	0	13	167	1
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	3
10	0	40	28	0	13	167	1
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	1
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	1
10	0	40	28	0	13	167	0
10	0	40	28	0	13	167	1
10	0	40	29	40	13	167	0
10	0	40	29	40	13	167	0
10	0	40	29	40	13	167	0
10	0	40	29	8	13	167	1
10	0	40	29	8	13	167	0
10	1	40	29	9	13	167	1
10	1	40	29	9	13	167	0
10	1	40	29	12	13	167	1
10	1	40	29	12	13	167	2
10	1	40	29	14	13	167	12
10	1	40	29	14	13	167	0
10	1	40	29	15	13	167	0
10	1	40	29	15	13	167	0
10	1	40	29	16	13	167	12
10	1	255	29	16	13	167	1
10	1	255	29	17	13	167	0
10	1	255	29	17	13	167	0
10	1	255	29	18	13	167	1
10	1	255	29	18	13	167	2
10	1	255	29	19	13	167	2
10	1	255	29	19	13	167	3
10	1	255	29	19	13	167	13
10	1	255	29	19	13	167	1
10	1	255	29	20	13	167	0
10	1	255	29	20	13	167	0
10	1	255	29	20	13	167	30
10	1	255	29	20	13	167	0
10	2	255	29	21	13	167	0
10	2	255	29	21	13	167	0
10	2	255	30	21	13	167	0
10	2	255	30	21	13	167	2
10	1	255	30	21	13	167	2
10	1	255	30	21	13	167	0
10	2	255	30	22	13	167	11
10	2	255	30	22	13	167	7
10	2	255	30	22	13	167	0
10	2	255	30	22	13	167	4
10	2	255	30	22	13	167	4
10	2	255	30	22	13	167	1
10	1	255	30	22	13	167	0
10	1	255	30	22	13	167	7
10	1	255	30	22	13	167	0
10	1	255	30	22	13	167	22
10	1	255	30	23	13	167	5
10	1	255	30	23	13	167	2
10	1	255	30	23	13	167	1
10	1	255	30	23	13	167	20
10	1	255	30	23	13	167	0
10	1	255	30	23	13	167	3
10	2	255	30	23	13	167	3
10	2	255	30	23	13	167	7
10	3	255	30	23	13	167	11
10	3	255	30	23	13	167	8
10	2	255	30	23	13	167	6
10	2	255	30	23	13	167	1
10	2	255	30	23	13	167	18
10	2	255	30	23	13	167	13
10	2	255	30	23	13	167	0
10	2	255	30	23	13	167	4
10	1	255	30	24	13	167	3
10	1	255	30	24	13	167	1
10	2	255	30	24	13	167	7
10	2	255	30	24	13	167	5
10	2	255	30	23	13	167	6
10	2	255	30	23	13	167	2
10	1	255	30	24	13	167	3
10	1	255	30	24	13	167	0
10	1	255	30	23	13	167	5
10	1	255	30	23	13	167	11
10	1	255	30	24	13	167	4
10	1	255	30	24	13	167	0
10	1	255	30	24	13	167	10
10	1	255	30	24	13	167	14
10	1	255	30	24	13	167	9
10	1	255	30	24	13	167	9
10	2	255	30	24	13	167	7
10	2	255	30	24	13	167	0
10	3	255	30	24	13	167	7
10	3	255	30	24	13	167	8
10	2	255	30	24	13	167	7
10	2	255	30	24	13	167	5
10	1	255	30	24	13	167	10
10	1	255	30	24	13	167	1
10	1	255	30	24	13	167	10
10	1	255	30	24	13	167	3
10	1	255	30	24	13	167	3
