1	255	26	26	0	164	49
10	2	255	26	26	0	164	51
10	2	255	26	26	0	164	50
10	2	255	26	26	0	164	50
10	1	255	26	26	0	164	49
10	1	255	26	26	0	164	49
10	2	255	26	26	0	164	51
10	2	255	26	26	0	164	50
10	2	255	26	26	0	164	50
10	1	255	26	26	0	164	49
10	1	255	26	26	0	164	49
10	1	40	26	0	0	164	62
10	1	40	26	0	0	164	62
10	1	40	26	0	0	164	64
10	1	40	26	0	0	164	62
10	1	40	26	0	0	164	62
10	1	40	26	0	0	164	61
10	1	40	26	0	0	164	61
10	1	40	26	0	0	164	62
10	1	40	26	0	0	164	61
10	1	40	26	0	0	164	61
10	1	40	26	0	0	164	62
10	1	40	26	0	0	164	59
10	1	40	26	0	0	164	60
10	1	40	26	0	0	164	59
10	1	40	26	0	0	164	59
10	1	40	26	0	0	164	61
10	1	40	26	0	0	164	60
10	1	40	26	0	0	164	59
10	1	40	26	0	0	164	59
10	1	40	26	0	0	164	59
10	1	40	26	0	0	164	60
10	1	40	26	0	0	164	59
10	1	40	26	0	0	164	59
10	1	40	26	0	0	164	59
10	1	40	26	0	0	164	59
10	1	40	26	0	0	164	59
10	1	40	26	0	0	164	58
10	1	40	26	0	0	164	57
10	1	40	26	0	0	164	58
10	1	40	26	0	0	164	57
10	1	40	26	0	0	164	57
10	1	40	26	0	0	164	57
10	1	40	26	0	0	164	55
10	1	40	26	0	0	164	56
10	1	40	26	0	0	164	55
10	1	40	26	0	0	164	54
10	1	40	26	0	0	164	53
10	1	40	26	0	0	164	56
10	1	40	26	0	0	164	52
10	1	40	26	0	0	164	55
10	1	40	26	0	0	164	52
10	1	40	26	0	0	164	51
10	1	40	26	0	0	164	49
10	1	40	26	0	0	164	50
10	1	40	26	0	0	164	51
10	1	40	26	0	0	164	49
10	1	40	26	0	0	164	49
10	1	40	26	0	0	164	49
10	1	40	26	0	0	164	50
10	1	40	26	0	0	164	48
10	1	40	26	0	0	164	48
10	1	40	26	0	0	164	48
10	1	40	26	0	0	164	48
10	1	40	26	41	0	164	46
10	1	40	26	41	0	164	47
10	0	40	26	8	0	164	46
10	0	40	26	8	0	164	42
10	0	40	26	8	0	164	47
10	0	40	27	10	0	164	46
10	0	40	27	10	0	164	46
10	1	40	27	13	0	164	46
10	1	40	27	13	0	164	45
10	1	40	26	15	0	164	43
10	1	40	26	15	0	164	44
10	2	40	26	16	0	164	42
10	2	40	26	16	0	164	42
10	1	40	26	17	0	164	41
10	1	255	26	17	0	164	37
10	1	255	26	19	0	164	39
10	1	255	26	19	0	164	40
